search URL:,https://patents.google.com/?q=force&q=feedback&q=UI&oq=force+feedback+UI+,,,,,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link,,,
US-2009125811-A1,User interface providing auditory feedback ,Microsoft Corporation,Benjamin N. Bethurum,2007-11-12,2008-06-27,2009-05-14,,https://patents.google.com/patent/US20090125811A1/en,https://patentimages.storage.googleapis.com/US20090125811A1/US20090125811A1-20090514-D00000.png,,,
US-6385509-B2,Tool actuation and force feedback on robot-assisted microsurgery system ,California Institute Of Technology,"Hari Das, Tim R. Ohm, Curtis D. Boswell, Robert D. Steele",1998-04-16,2001-05-15,2002-05-07,2002-05-07,https://patents.google.com/patent/US6385509B2/en,https://patentimages.storage.googleapis.com/US6385509B2/US06385509-20020507-D00000.png,,,
US-6686911-B1,Control knob with control modes and force feedback ,Immersion Corporation,"Michael D. Levin, Kenneth M. Martin, Bruce M. Schena, Adam C. Braun, Louis B. Rosenberg",1996-11-26,2000-10-02,2004-02-03,2004-02-03,https://patents.google.com/patent/US6686911B1/en,https://patentimages.storage.googleapis.com/US6686911B1/US06686911-20040203-D00000.png,,,
US-6285351-B1,Designing force sensations for computer applications including sounds ,Immersion Corporation,"Dean C. Chang, Louis B. Rosenberg, Jeffrey R. Mallett",1997-04-25,1999-02-02,2001-09-04,2001-09-04,https://patents.google.com/patent/US6285351B1/en,https://patentimages.storage.googleapis.com/US6285351B1/US06285351-20010904-D00000.png,,,
US-6292170-B1,Designing compound force sensations for computer applications ,Immersion Corporation,"Dean C. Chang, Louis B. Rosenberg, Jeffrey R. Mallett",1997-04-25,1999-03-15,2001-09-18,2001-09-18,https://patents.google.com/patent/US6292170B1/en,https://patentimages.storage.googleapis.com/US6292170B1/US06292170-20010918-D00000.png,,,
US-5734373-A,Method and apparatus for controlling force feedback interface systems utilizing a host computer ,Immersion Human Interface Corporation,"Louis B. Rosenberg, Adam C. Braun, Mike D. Levin",1993-07-16,1995-12-01,1998-03-31,1998-03-31,https://patents.google.com/patent/US5734373A/en,https://patentimages.storage.googleapis.com/pages/US5734373-10.png,,,
US-2012071752-A1,User interface and method for operating a robotic medical system ,"Sewell Christopher M, Tanner Neal A, Walker Sean P","Christopher M. Sewell, Neal A. Tanner, Sean P. Walker",2010-09-17,2011-06-30,2012-03-22,,https://patents.google.com/patent/US20120071752A1/en,https://patentimages.storage.googleapis.com/c9/a5/77/4dae8a190e1775/US20120071752A1-20120322-D00000.png,,,
US-7324094-B2,Method and device for generating multi-functional feedback ,"Myorigo, S.A.R.L.","Hannu Moilanen, Ville Kampman, Johannes V√§√§n√§nen",2001-11-12,2004-05-05,2008-01-29,2008-01-29,https://patents.google.com/patent/US7324094B2/en,https://patentimages.storage.googleapis.com/US7324094B2/US07324094-20080129-D00000.png,,,
US-6906697-B2,Haptic sensations for tactile feedback interface devices ,Immersion Corporation,Louis B. Rosenberg,2000-08-11,2001-08-10,2005-06-14,2005-06-14,https://patents.google.com/patent/US6906697B2/en,https://patentimages.storage.googleapis.com/US6906697B2/US06906697-20050614-D00000.png,,,
US-2017068511-A1,"Device, Method, and Graphical User Interface for Providing Audiovisual Feedback ",Apple Inc.,"Matthew I. Brown, Avi E. Cieplinski",2015-09-08,2015-09-25,2017-03-09,,https://patents.google.com/patent/US20170068511A1/en,https://patentimages.storage.googleapis.com/ca/86/85/684ab37cbc6c70/US20170068511A1-20170309-D00000.png,,,
US-7647560-B2,User interface for multi-sensory emoticons in a communication system ,Microsoft Corporation,"James David Macauley, Erik John Arthur",2004-05-11,2004-07-09,2010-01-12,2010-01-12,https://patents.google.com/patent/US7647560B2/en,https://patentimages.storage.googleapis.com/US7647560B2/US07647560-20100112-D00000.png,,,
US-7106305-B2,Haptic feedback using a keyboard device ,Immersion Corporation,Louis B. Rosenberg,1999-12-07,2003-12-16,2006-09-12,2006-09-12,https://patents.google.com/patent/US7106305B2/en,https://patentimages.storage.googleapis.com/US7106305B2/US07106305-20060912-D00000.png,,,
US-2015149899-A1,"Device, Method, and Graphical User Interface for Forgoing Generation of Tactile Output for a Multi-Contact Gesture ",Apple Inc.,"Jeffrey Traer Bernstein, Julian Missig, Avi E. Cieplinski, Wayne C. Westerman, Patrick KESSLER",2012-12-29,2015-01-29,2015-05-28,,https://patents.google.com/patent/US20150149899A1/en,https://patentimages.storage.googleapis.com/b9/80/e1/843fdbe04e0f59/US20150149899A1-20150528-D00000.png,,,
US-2013300740-A1,System and Method for Displaying Data Having Spatial Coordinates ,Alt Software (Us) Llc,"Mark Snyder, Carlos Gameros, Peter Daniel, Richard Seale",2010-09-13,2011-09-13,2013-11-14,,https://patents.google.com/patent/US20130300740A1/en,https://patentimages.storage.googleapis.com/e6/70/46/c3616d73d7aae9/US20130300740A1-20131114-D00000.png,,,
US-2008312673-A1,Method and apparatus for CTO crossing ,"Viswanathan Raju R, Munger Gareth T, Heather Drury, Minar Christopher D","Raju R. Viswanathan, Gareth T. Munger, Heather Drury, Christopher D. Minar",2007-06-05,2008-06-05,2008-12-18,,https://patents.google.com/patent/US20080312673A1/en,https://patentimages.storage.googleapis.com/US20080312673A1/US20080312673A1-20081218-D00000.png,,,
US-2010162109-A1,User interface having changeable topography ,"Shuvo Chatterjee, Hoellwarth Quin C","Shuvo Chatterjee, Quin C. Hoellwarth",2008-12-22,2009-03-23,2010-06-24,,https://patents.google.com/patent/US20100162109A1/en,https://patentimages.storage.googleapis.com/US20100162109A1/US20100162109A1-20100624-D00000.png,,,
US-2012068957-A1,Touch-based user interface with haptic feedback ,Apple Inc.,"Paul G. Puskarich, Michael Pilliod",2010-09-21,2010-09-21,2012-03-22,,https://patents.google.com/patent/US20120068957A1/en,https://patentimages.storage.googleapis.com/ac/41/b7/83d0848a4fd387/US20120068957A1-20120322-D00000.png,,,
US-7348968-B2,Wireless force feedback input device ,"Sony Corporation, Sony Electronics, Inc.",Thomas Patrick Dawson,2003-12-02,2003-12-02,2008-03-25,2008-03-25,https://patents.google.com/patent/US7348968B2/en,https://patentimages.storage.googleapis.com/US7348968B2/US07348968-20080325-D00000.png,,,
US-9198714-B2,Haptic feedback devices for surgical robot ,"Ethicon Endo-Surgery, Inc.","Barry C. Worrell, Geoffrey S. Strobl, Gregory A. Trees, Jonathan T. Batross, Nicholas G. Molitor, Kristen T. Shoger, David K. Norvell, Michael J. Andreyko, Gregory W. Johnson, Shawn C. Snyder",2012-06-29,2012-06-29,2015-12-01,2015-12-01,https://patents.google.com/patent/US9198714B2/en,https://patentimages.storage.googleapis.com/68/96/20/a6874897073289/US09198714-20151201-D00000.png,,,
US-5898599-A,Force reflecting haptic interface ,Massachusetts Institute Of Technology,"Thomas H Massie, J. Kenneth Salisbury, Jr.",1993-10-01,1996-12-23,1999-04-27,1999-04-27,https://patents.google.com/patent/US5898599A/en,https://patentimages.storage.googleapis.com/pages/US5898599-10.png,,,
EP-0929027-A2,Zoomorphic computer user interface ,Xerox Corporation,"Kenneth P Fishkin, David Goldberg, Anuj Uday Gujar, Beverly L Harrison, Elizabeth D Mynatt, Maureen C Stone, Roy Want",1998-01-12,1999-01-04,1999-07-14,,https://patents.google.com/patent/EP0929027A2/en,https://patentimages.storage.googleapis.com/EP0929027A2/00510001.png,,,
US-2003040758-A1,"Robotically controlled surgical instrument, visual force-feedback ","Yulun Wang, Brian Holtz, Brian Miller, Steve Belinski","Yulun Wang, Brian Holtz, Brian Miller, Steve Belinski",2001-08-21,2001-08-21,2003-02-27,,https://patents.google.com/patent/US20030040758A1/en,https://patentimages.storage.googleapis.com/US20030040758A1/US20030040758A1-20030227-D00000.png,,,
US-2009201270-A1,User interface having realistic physical effects ,Nokia Corporation,"Kalle Pikkujamsa, Jukka Linjama, Juha Kela, Panu Korpipaa, Sanna Kallio, Tapani Rantakokko",2007-12-12,2007-12-12,2009-08-13,,https://patents.google.com/patent/US20090201270A1/en,https://patentimages.storage.googleapis.com/US20090201270A1/US20090201270A1-20090813-D00000.png,,,
US-6243074-B1,Handedness detection for a physical manipulatory grammar ,Xerox Corporation,"Kenneth P. Fishkin, Beverly L. Harrison, Carlos Mochon, Roy Want",1997-08-29,1997-08-29,2001-06-05,2001-06-05,https://patents.google.com/patent/US6243074B1/en,https://patentimages.storage.googleapis.com/US6243074B1/US06243074-20010605-D00000.png,,,
US-6243075-B1,Graspable device manipulation for controlling a computer display ,Xerox Corporation,"Kenneth P. Fishkin, Beverly L. Harrison, Carlos Mochon, Roy Want",1997-08-29,1997-08-29,2001-06-05,2001-06-05,https://patents.google.com/patent/US6243075B1/en,https://patentimages.storage.googleapis.com/US6243075B1/US06243075-20010605-D00000.png,,,
US-6297838-B1,Spinning as a morpheme for a physical manipulatory grammar ,Xerox Corporation,"Bay-Wei W. Chang, Kenneth P. Fishkin, Beverly L. Harrison, Takeo Igarashi, Jock D. Mackinlay, Roy Want, Polle T. Zellweger",1997-08-29,1997-08-29,2001-10-02,2001-10-02,https://patents.google.com/patent/US6297838B1/en,https://patentimages.storage.googleapis.com/US6297838B1/US06297838-20011002-D00000.png,,,
US-2005119527-A1,Force feedback control system for video endoscope ,"Scimed Life Systems, Inc.","Michael Banik, Lucien Couvillon, Dennis Boulais, Richard Wiesman, Timothy Mason, Neil Mehta",2003-04-01,2004-09-30,2005-06-02,,https://patents.google.com/patent/US20050119527A1/en,https://patentimages.storage.googleapis.com/US20050119527A1/US20050119527A1-20050602-D00000.png,,,
US-2009231271-A1,Haptically Enabled User Interface ,Immersion Corporation,"Robert W. Heubel, Jason D. Fleming, Erin B. Ramsay, A. Timothy Vetter, Robert A. Lacroix, Pedro Gregorio, Danny A. Grant, Lauri Olli Matias Impivaara",2008-03-12,2008-03-12,2009-09-17,,https://patents.google.com/patent/US20090231271A1/en,https://patentimages.storage.googleapis.com/US20090231271A1/US20090231271A1-20090917-D00000.png,,,
EP-0899650-A2,A computer user interface using a manipulatory grammar ,Xerox Corporation,"Annette M. Adler, Bay-Wei Chang, Kenneth P. Fishkin, Beverley L. Harrison, Matthew E. Howard, Takeo Igarashi, Jock D. Mackinlay, Carlos Mochon, Roy Want, Polle T. Zellweger",1997-08-29,1998-08-25,1999-03-03,,https://patents.google.com/patent/EP0899650A2/en,https://patentimages.storage.googleapis.com/EP0899650A2/00530001.png,,,
US-2011224523-A1,"Systems, Devices and Methods for Managing Glucose Levels ",Abbott Diabetes Care Inc.,Erwin Satrya Budiman,2010-03-10,2011-03-09,2011-09-15,,https://patents.google.com/patent/US20110224523A1/en,https://patentimages.storage.googleapis.com/US20110224523A1/US20110224523A1-20110915-D00000.png,,,
US-2005128210-A1,Haptic graphical user interface for adjusting mapped texture ,"Sensable Technologies, Inc.",Torsten Berger,2003-12-10,2003-12-10,2005-06-16,,https://patents.google.com/patent/US20050128210A1/en,https://patentimages.storage.googleapis.com/US20050128210A1/US20050128210A1-20050616-D00000.png,,,
US-7489309-B2,Control knob with multiple degrees of freedom and force feedback ,Immersion Corporation,"Michael D. Levin, Kenneth M. Martin, Bruce M. Schena, Adam C. Braun, Louis B. Rosenberg",1996-11-26,2006-11-21,2009-02-10,2009-02-10,https://patents.google.com/patent/US7489309B2/en,https://patentimages.storage.googleapis.com/US7489309B2/US07489309-20090210-D00000.png,,,
US-2013141364-A1,User interface interaction using touch input force ,Sentons Inc.,"Lapoe E. Lynn, Samuel W. Sheng, Shih-Ming Shih, Yenyu Hsieh",2011-11-18,2012-11-19,2013-06-06,,https://patents.google.com/patent/US20130141364A1/en,https://patentimages.storage.googleapis.com/e7/ac/dd/aeab059acd01d4/US20130141364A1-20130606-D00000.png,,,
US-7965276-B1,Force output adjustment in force feedback devices based on user contact ,Immersion Corporation,"Kenneth M. Martin, Adam C. Braun, David F. Moore",2000-03-09,2001-03-01,2011-06-21,2011-06-21,https://patents.google.com/patent/US7965276B1/en,https://patentimages.storage.googleapis.com/US7965276B1/US07965276-20110621-D00000.png,,,
US-2012249474-A1,Proximity and force detection for haptic effect generation ,"Analog Devices, Inc.","Susan Michelle PRATT, Mark J. Murphy, Eoin E. ENGLISH, Adrian Flanagan",2011-04-01,2012-03-29,2012-10-04,,https://patents.google.com/patent/US20120249474A1/en,https://patentimages.storage.googleapis.com/a8/5a/a8/8299bebe4be1e6/US20120249474A1-20121004-D00000.png,,,
US-2011301497-A1,Diagnostic and therapeutic magnetic propulsion capsule and method for using the same ,Magnetecs Corporation,"Yehoshua Shachar, Laszlo Farkas, Bruce Marx, David Johnson, Shawn Hakim, Winston Wu",2009-12-08,2010-12-08,2011-12-08,,https://patents.google.com/patent/US20110301497A1/en,https://patentimages.storage.googleapis.com/40/19/a7/4b5cab254272dc/US20110301497A1-20111208-D00004.png,,,
JP-2013058149-A,"User interface device capable of image zooming by pressing force, image zooming method, and program ","Kddi Corp, Ôº´ÔΩÑÔΩÑÔΩâ?™Âºè‰ºöÁ§æ","Tomoaki Matsuki, ?ãÊòé ?æÊú®, Hiroyuki Tsuchida, Ê¥ã‰πã ?üÁî∞, Ryogo Ono, ??Çü Â∞èÈáé",2011-09-09,2011-09-09,2013-03-28,,https://patents.google.com/patent/JP2013058149A/en,,,,
US-2010188327-A1,Electronic device with haptic feedback ,"Marcos Frid, Rajiv Kotesh Ghanta, Hebenstreit Joseph J, Kim John T","Marcos Frid, Rajiv Kotesh Ghanta, Joseph J. Hebenstreit, John T. Kim",2009-01-27,2009-01-27,2010-07-29,,https://patents.google.com/patent/US20100188327A1/en,https://patentimages.storage.googleapis.com/US20100188327A1/US20100188327A1-20100729-D00000.png,,,
US-2015062052-A1,"Device, Method, and Graphical User Interface for Transitioning Between Display States in Response to a Gesture ",Apple Inc.,"Jeffrey Traer Bernstein, Julian Missig, Avi E. Cieplinski, Matthew I. Brown, May-Li Khoe, Nicholas Zambetti, Bianca C. COSTANZO, David J. Hart, B. Michael Victor",2012-05-09,2014-11-07,2015-03-05,,https://patents.google.com/patent/US20150062052A1/en,https://patentimages.storage.googleapis.com/e5/31/75/8714eb042f8788/US20150062052A1-20150305-D00000.png,,,
US-2015067601-A1,"Device, Method, and Graphical User Interface for Displaying Content Associated with a Corresponding Affordance ",Apple Inc.,"Jeffrey Traer Bernstein, May-Li Khoe, Nicholas Zambetti",2012-05-09,2014-11-07,2015-03-05,,https://patents.google.com/patent/US20150067601A1/en,https://patentimages.storage.googleapis.com/08/23/0b/a95716d4232967/US20150067601A1-20150305-D00000.png,,,
US-2015067596-A1,"Device, Method, and Graphical User Interface for Displaying Additional Information in Response to a User Contact ",Apple Inc.,"Matthew I. Brown, Jeffrey Traer Bernstein, Julian Missig, Avi E. Cieplinski, May-Li Khoe, Nicholas Zambetti, Bianca C. COSTANZO, Myra Haggerty, David J. Hart, B. Michael Victor",2012-05-09,2014-11-07,2015-03-05,,https://patents.google.com/patent/US20150067596A1/en,https://patentimages.storage.googleapis.com/03/4f/6c/f88ad500ba090d/US20150067596A1-20150305-D00000.png,,,
US-2015067513-A1,"Device, Method, and Graphical User Interface for Facilitating User Interaction with Controls in a User Interface ",Apple Inc.,"Nicholas Zambetti, Jeffrey Traer Bernstein, Avi E. Cieplinski, May-Li Khoe",2012-05-09,2014-11-09,2015-03-05,,https://patents.google.com/patent/US20150067513A1/en,https://patentimages.storage.googleapis.com/30/6a/21/c89c2257f9b67a/US20150067513A1-20150305-D00000.png,,,
US-2015067602-A1,"Device, Method, and Graphical User Interface for Selecting User Interface Objects ",Apple Inc.,"Jeffrey Traer Bernstein, Julian Missig, Avi E. Cieplinski, Matthew I. Brown, May-Li Khoe, B. Michael Victor",2012-05-09,2014-11-07,2015-03-05,,https://patents.google.com/patent/US20150067602A1/en,https://patentimages.storage.googleapis.com/d1/c2/6f/53e420ccd24ddc/US20150067602A1-20150305-D00000.png,,,
US-2015149967-A1,"Device, Method, and Graphical User Interface for Navigating User Interface Hierarchies ",Apple Inc.,"Jeffrey Traer Bernstein, Avi E. Cieplinski",2012-12-29,2015-01-29,2015-05-28,,https://patents.google.com/patent/US20150149967A1/en,https://patentimages.storage.googleapis.com/34/60/eb/572c16c117cbe4/US20150149967A1-20150528-D00000.png,,,
US-2011202834-A1,Visual motion feedback for user interface ,Microsoft Corporation,"Luciano Baretta Mandryk, Jeffrey Cheng-Yao Fong",2010-02-12,2010-05-04,2011-08-18,,https://patents.google.com/patent/US20110202834A1/en,https://patentimages.storage.googleapis.com/US20110202834A1/US20110202834A1-20110818-D00000.png,,,
